source_id,verified_pdf,entry_sheet,bibtex_key,title,year,domain_theme,task,modality,method_or_contribution,dataset_or_evaluation_context,reported_metrics_or_findings,limitations,tbs_relevance,supporting_pdf_pages,pdf_extraction_note
011,11_PP-YOLO.pdf,011 - 2020 - PP-YOLO - Fondasi RGB.md,long2020ppyolo,PP-YOLO: An Effective and Efficient Implementation of Object Detector,2020,Fondasi RGB,2D object detection / real-time detection,RGB,"Gagasan inti PP-YOLO adalah memperlakukan pembangunan detektor sebagai resep rekayasa, bukan sebagai penelitian arsitektur. Titik tolaknya YOLOv3 utuh; backbone-nya ditukar dengan varian ResNet yang lebih didukung pustaka optimasi; kemudian sepuluh trik yang sudah terpublikasi dipasang satu demi satu. Setiap trik hanya diterima bila menaikkan akurasi tanpa menambah jumlah parameter dan FLOPs (jumlah operasi *floating point*, ukuran biaya komputasi model)...","Seluruh eksperimen dilakukan pada dataset COCO: sekitar 118 ribu citra trainval35k untuk pelatihan, 5 ribu citra minival untuk ablasi, dan sekitar 20 ribu citra test-dev untuk penilaian akhir. Pelatihan memakai SGD selama 250 ribu iterasi pada 8 GPU, laju pembelajaran awal 0,01 yang dibagi sepuluh pada iterasi ke-150 ribu dan ke-200 ribu, pelatihan multi-skala 320–608 piksel, dan augmentasi MixUp (pencampuran dua citra beserta labelnya). Kecepatan diukur...","Kutip dengan kunci `long2020ppyolo`. Ringkasan yang aman dikutip: ""PP-YOLO menyusun ulang YOLOv3 di atas backbone ResNet50-vd-dcn dengan sepuluh trik yang hampir tidak menambah parameter dan FLOPs, mencapai 45,2% AP pada COCO test-dev dengan kecepatan 72,9 FPS di V100 — lebih akurat dan lebih cepat dari YOLOv4 pada resolusi yang sama."" Seluruh angka berasal dari naskah arXiv versi v3; makalah ini berstatus preprint tanpa tinjauan sejawat. Angka ablasi per...","Kelebihan utama PP-YOLO adalah kepraktisan. Resepnya terbuka per langkah, backbone-nya didukung luas oleh pustaka optimasi, kode dan modelnya dirilis dalam basis kode PaddleDetection, dan kenaikan akurasinya tidak dibayar dengan latensi. Sebagai bukti konsep, makalah ini menunjukkan bahwa seleksi trik yang disiplin dapat mengalahkan desain yang lebih baru pada pertukaran kecepatan-akurasi. Keterbatasannya bersifat dua lapis. Dari sisi kontribusi, makalah...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",8 PDF pages; automatic locator scanned first 8
012,12_R-CNN.pdf,012 - 2014 - R-CNN - Fondasi RGB.md,girshick2014rcnn,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,2014,Fondasi RGB,Segmentation / salient-object perception,RGB,"Gagasan inti R-CNN terdiri atas dua bagian. Bagian pertama: jangan jalankan CNN sebagai *sliding window*; jalankan CNN pada *region proposal* — kandidat wilayah citra yang berpeluang memuat objek, dihasilkan oleh algoritme bawah-atas tanpa mengetahui kelas objeknya. Dengan cara ini, masalah lokalisasi diserahkan kepada pengusul wilayah, dan CNN cukup mengenali isi setiap wilayah. Masukan sistem satu citra; keluarannya daftar kotak objek, kelas, dan skor;...","Evaluasi dilakukan pada PASCAL VOC 2007/2010/2012 (20 kelas) dan ILSVRC2013 detection (200 kelas), dengan metrik mAP (*mean Average Precision*: rata-rata presisi pada berbagai tingkat *recall*, dirata-ratakan lintas kelas; maksimal 100%). Pada VOC 2010, R-CNN memperoleh 53,7% mAP. Pembanding paling adil adalah sistem UVA, yang memakai proposal selective search identik tetapi fitur SIFT berpiramida: 35,1% — selisih 18,6 poin pada proposal yang sama membukt...","Kutip dengan kunci `girshick2014rcnn`. Ringkasan yang aman dikutip: ""R-CNN menggabungkan *region proposal* bottom-up dari selective search dengan fitur CNN untuk deteksi objek, mencapai 53,3% mAP pada PASCAL VOC 2012 — perbaikan relatif lebih dari 30% terhadap hasil terbaik sebelumnya — dan 31,4% mAP pada ILSVRC2013, mengungguli OverFeat (24,3%). Makalah ini juga menetapkan paradigma pra-latih terbimbing pada klasifikasi berdata besar diikuti penyetelan h...","Kelebihan R-CNN: (1) lompatan akurasi sangat besar terhadap fitur rancangan tangan, dibuktikan oleh perbandingan dengan proposal identik; (2) fitur 4.096 dimensi dipakai bersama semua kelas dan jauh lebih ringkas daripada fitur wilayah sebelumnya (360.000 dimensi pada sistem UVA), sehingga penambahan kelas hanya menambah kolom bobot SVM; (3) paradigma pra-latih terbimbing plus penyetelan halus menjawab kelangkaan data dan berlaku umum ke tugas visi lain....",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",21 PDF pages; automatic locator scanned first 10
013,13_Fast R-CNN.pdf,013 - 2015 - Fast R-CNN - Fondasi RGB.md,girshick2015fastrcnn,Fast R-CNN,2015,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan inti Fast R-CNN adalah memindahkan proposal dari ruang piksel ke ruang fitur. Alih-alih memotong dan memproses ulang setiap proposal sebagai citra terpisah, citra utuh dilewatkan melalui lapis konvolusi satu kali; setiap proposal kemudian cukup dibaca dari peta fitur hasilnya. Karena proposal yang tumpang tindih menutupi wilayah citra yang sama, komputasi konvolusi tidak pernah diulang. Secara mekanis, masukan jaringan adalah satu citra dan daftar...","Evaluasi dilakukan pada PASCAL VOC 2007, 2010, dan 2012 dengan metrik mAP (*mean Average Precision*, rerata presisi di seluruh kelas; maksimal 100%). Semua pengukuran waktu memakai satu GPU Nvidia K40. Pada VOC 2007 (model L), Fast R-CNN mencapai 66,9% mAP, mengalahkan R-CNN (66,0%) dan SPPnet (63,1%). Selisih 3,8 poin atas SPPnet penting karena dicapai dengan pelatihan satu skala, sedangkan SPPnet memakai lima skala — bukti bahwa menyetel halus lapis kon...","Kutip dengan kunci `girshick2015fastrcnn`. Ringkasan yang aman dikutip: ""Fast R-CNN menghitung peta fitur konvolusi satu kali untuk seluruh citra dan mengekstrak fitur setiap proposal melalui RoI pooling, lalu melatih klasifikasi softmax dan regresi kotak bersama dalam satu tahap; pelatihan VGG16 sekitar 9 kali lebih cepat dari R-CNN, pengujian hingga 213 kali lebih cepat, dengan mAP lebih tinggi pada PASCAL VOC."" Seluruh angka pada bab ini diverifikasi t...","Kelebihan utama Fast R-CNN adalah penyederhanaan menyeluruh: satu tahap pelatihan menggantikan tiga, semua lapis ikut diperbarui, ratusan gigabita cache fitur di disk hilang, dan akurasi justru naik. Kecepatannya membuat eksperimen yang sebelumnya mahal menjadi praktis, dan kode sumbernya dirilis dengan lisensi MIT. Keterbatasannya berlapis. Pertama, proposal tetap dari algoritme eksternal yang tidak dilatih; angka 0,32 detik per citra secara eksplisit ti...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2, 3",9 PDF pages; automatic locator scanned first 9
014,14_Faster R-CNN.pdf,014 - 2017 - Faster R-CNN - Fondasi RGB.md,ren2017fasterrcnn,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,2017,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan intinya: peta fitur yang sudah dihitung detektor ternyata cukup untuk menghasilkan proposal; proposal tidak perlu dihitung algoritme lain. RPN ditempatkan di atas peta fitur akhir detektor sebagai jaringan *fully convolutional* (jaringan yang seluruh lapisnya berupa konvolusi, sehingga dapat menerima citra berukuran berapa pun). Di setiap lokasi peta fitur, RPN memprediksi dua hal sekaligus: skor *objectness* (peluang wilayah itu berisi objek, tan...","Evaluasi dilakukan pada PASCAL VOC 2007 dan 2012 (20 kelas) serta MS COCO (80 kelas), dengan metrik mAP (*mean Average Precision*: rata-rata presisi lintas kelas, maksimal 100%). Pada VOC 2007, detektor Fast R-CNN berbasis ZF dengan proposal *selective search* memperoleh 58,7% mAP; mengganti proposalnya dengan RPN (jaringan ZF yang sama, 300 proposal) menaikkan mAP menjadi 59,9% sekaligus memangkas waktu proposal dari ±1,5 detik menjadi 10 milidetik. Deng...","Kutip dengan kunci `ren2017fasterrcnn`. Ringkasan yang aman dikutip: ""Faster R-CNN memperkenalkan Region Proposal Network yang berbagi fitur konvolusi dengan detektor Fast R-CNN melalui mekanisme *anchor*, sehingga proposal berkualitas diperoleh dengan biaya sekitar 10 milidetik per citra; sistem mencapai 73,2% mAP pada PASCAL VOC 2007 dengan kecepatan 5 FPS menggunakan VGG-16."" Seluruh angka pada bab ini dikutip dari naskah versi jurnal (TPAMI 2017) di a...","Kelebihannya: proposal menjadi nyaris gratis karena berbagi konvolusi; kualitas proposal ikut terlatih dan meningkat bersama jaringan yang lebih baik; desain *anchor* menangani multi-skala pada satu skala citra; dan seluruh sistem dapat dilatih menyeluruh. Keterbatasannya: kecepatan 5 FPS dengan VGG-16 masih jauh dari *real-time* ketat, dan detektor satu tahap seperti YOLO (bab 001) tetap satu orde lebih cepat dengan akurasi sedikit lebih rendah. Desain *...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2, 4",14 PDF pages; automatic locator scanned first 10
015,15_SSD.pdf,015 - 2016 - SSD - Fondasi RGB.md,liu2016ssd,SSD: Single Shot MultiBox Detector,2016,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan inti SSD adalah menggantikan satu grid prediksi kasar dengan banyak peta fitur berjenjang, lalu memasang beberapa *default box* berbentuk tetap pada setiap lokasi peta fitur untuk dinilai secara konvolusional. Masukan berupa satu citra; keluaran berupa ribuan pasangan (skor kelas, koreksi posisi kotak) yang dihitung dalam satu lintasan maju jaringan. Intuisi mekanisnya terletak pada sifat lapisan konvolusi: makin dalam suatu lapisan, makin luas wi...","Evaluasi dilakukan pada PASCAL VOC 2007/2012, MS COCO, dan ILSVRC, dengan metrik mAP (*mean Average Precision* — rata-rata presisi lintas kelas dan ambang; maksimal 100%). Hasil utama pada VOC 2007 *test*: - YOLO: 63,4% mAP pada 45 FPS. - Faster R-CNN (sisi masukan ±600 piksel): 73,2% mAP pada 7 FPS. - SSD300: 74,3% mAP pada 59 FPS — melampaui Faster R-CNN 1,1 poin dengan kecepatan 8,4 kali lipat; menurut penulis, ini metode *real-time* pertama yang menem...","Kutip dengan kunci `liu2016ssd`. Ringkasan yang aman dikutip: ""SSD melakukan deteksi satu tahap dengan memprediksi skor kelas dan *offset* untuk himpunan *default box* beragam skala dan rasio aspek pada beberapa peta fitur beresolusi berbeda; pada PASCAL VOC 2007, model SSD300 mencapai 74,3% mAP dengan kecepatan 59 FPS — melampaui akurasi Faster R-CNN sambil tetap *real-time*."" Catatan verifikasi: kolom abstrak halaman arXiv memuat angka versi awal (72,1%...","Kelebihan: (1) akurasi setara atau melampaui detektor dua tahap dengan kecepatan *real-time*; (2) arsitektur tunggal yang dilatih *end-to-end* tanpa komponen eksternal; (3) prediksi multi-skala menangani keragaman ukuran objek tanpa memproses citra pada beberapa ukuran; (4) terbukti generik pada tiga dataset dan dapat dipindah ke *backbone* lain. Keterbatasan: (1) objek kecil tetap lemah, karena peta fitur dangkal yang menanganinya miskin informasi semant...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",17 PDF pages; automatic locator scanned first 10
016,16_RetinaNet (Focal Loss).pdf,016 - 2017 - RetinaNet (Focal Loss) - Fondasi RGB.md,lin2017focal,Focal Loss for Dense Object Detection,2017,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan inti makalah ini: jangan menyaring contoh, tetapi bentuk ulang fungsi loss-nya. *Focal loss* (FL) menambahkan faktor pemodulasi (1 − *p_t*)^γ pada entropi silang, dengan *p_t* adalah probabilitas yang diberikan model untuk kelas yang benar dan γ ≥ 0 adalah parameter pemfokus. Konsekuensinya bersifat mekanis: contoh yang sudah diklasifikasikan benar dengan yakin (*p_t* mendekati 1) menerima loss yang dikalikan faktor mendekati nol, sedangkan contoh...","Seluruh eksperimen dilakukan pada COCO (80 kelas); ablasi dilaporkan pada split *minival* (5.000 citra), hasil utama pada split *test-dev*. Metriknya adalah AP COCO, rata-rata presisi pada ambang IoU 0,50 sampai 0,95. Ablasi fungsi loss (ResNet-50, skala 600 piksel) menunjukkan kontribusi tiap komponen. Dengan inisialisasi π, CE mencapai 30,2 AP. Menambah penyeimbang α terbaik (α = 0,75) hanya menaikkan 0,9 poin menjadi 31,1 AP — pembobotan kelas statis t...","Kutip dengan kunci `lin2017focal`. Ringkasan yang aman dikutip: ""Lin dkk. mengidentifikasi ketidakseimbangan kelas foreground-background sebagai penyebab utama ketertinggalan akurasi detektor satu tahap, dan mengusulkan focal loss — entropi silang yang dimodulasi faktor (1 − *p_t*)^γ — untuk menekan kontribusi contoh mudah; detektor RetinaNet yang dilatih dengan loss ini mencapai 39,1 AP pada COCO test-dev, melampaui detektor dua tahap terbaik pada masany...","Kelebihan utamanya adalah kesederhanaan dan generalitas: focal loss hanya perubahan kecil pada fungsi loss, tanpa pemilihan contoh heuristik, dan ortogonal terhadap arsitektur sehingga mudah dipindahkan ke detektor lain. RetinaNet membuktikan bahwa selisih akurasi antara detektor satu tahap dan dua tahap bukan batasan mendasar, melainkan artefak cara melatih. Keterbatasannya: (1) hiperparameter α dan γ saling berinteraksi dan harus disetel bersama; (2) Re...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",10 PDF pages; automatic locator scanned first 10
017,17_Mask R-CNN.pdf,017 - 2017 - Mask R-CNN - Fondasi RGB.md,he2017maskrcnn,Mask R-CNN,2017,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan inti Mask R-CNN: pada tiap kandidat objek dari Faster R-CNN, tambahkan cabang ketiga yang memprediksi mask biner, paralel dengan cabang kelas dan cabang kotak yang sudah ada. Masukan cabang ini adalah fitur wilayah objek; keluarannya adalah mask kecil yang menyatakan piksel mana yang termasuk objek. Deteksi dan segmentasi diselesaikan satu jaringan dalam satu lintasan, bukan oleh dua sistem berurutan. Dua prinsip melengkapi gagasan itu. Pertama, k...","Evaluasi utama dilakukan pada dataset COCO (80 kategori), dilatih pada 115 ribu citra latih (*trainval35k*) dan dilaporkan pada 5 ribu citra validasi (*minival*) serta *test-dev*. Metriknya AP COCO: rata-rata presisi pada berbagai ambang IoU, dihitung atas IoU mask untuk segmentasi dan IoU kotak untuk deteksi. Hasil utama pada *test-dev*: Mask R-CNN dengan ResNet-101-FPN mencapai 35,7 AP mask pada 5 FPS; dengan ResNeXt-101-FPN mencapai 37,1 AP mask dan 39...","Kutip dengan kunci `he2017maskrcnn`. Ringkasan yang aman dikutip: ""Mask R-CNN memperluas Faster R-CNN dengan cabang prediksi mask paralel dan lapisan RoIAlign bebas kuantisasi, mencapai 37,1 AP mask pada COCO *test-dev* dan melampaui pemenang COCO 2016 pada segmentasi instans, deteksi kotak, dan deteksi *keypoint*, dengan kecepatan sekitar 5 FPS."" Seluruh angka pada bab ini diverifikasi dari naskah arXiv v3; untuk sitasi formal, cocokkan kembali dengan ta...","Kelebihan utama adalah kesederhanaan yang terbukti kuat: satu kerangka dua tahap menangani deteksi, segmentasi instans, dan pose dengan hasil terbaik di masanya, dan tiap keputusan desainnya dibuktikan oleh ablasi. Ketiga tim pemenang kompetisi segmentasi instans COCO 2017 membangun sistemnya di atas kerangka ini. Keterbatasannya: (1) sebagai detektor dua tahap, kecepatannya (±5 FPS) jauh di bawah detektor satu tahap seperti YOLO (45 FPS pada bab 001) — d...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",12 PDF pages; automatic locator scanned first 10
018,18_Feature Pyramid Networks (FPN).pdf,018 - 2017 - Feature Pyramid Networks (FPN) - Fondasi RGB.md,lin2017fpn,Feature Pyramid Networks for Object Detection,2017,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan inti FPN sederhana: hierarki multi-skala yang sudah ada di dalam jaringan konvolusi dapat dijadikan piramida fitur penuh asalkan setiap levelnya diperkaya dengan semantik dari level di atasnya. Masukannya satu citra berskala tunggal; keluarannya sekumpulan peta fitur pada beberapa resolusi, masing-masing dengan jumlah kanal sama dan semantik kuat. Pengayaan dilakukan oleh jalur *top-down*: peta fitur kasar dari level atas diperbesar resolusinya (*...","Eksperimen dilakukan pada dataset COCO 80 kelas: pelatihan pada gabungan 80 ribu citra latih dan 35 ribu citra validasi (*trainval35k*), ablasi pada 5 ribu citra *minival*, dan hasil akhir pada *test-dev* yang labelnya tidak dipublikasikan. Sisi pendek citra diubah menjadi 800 piksel saat pelatihan dan pengujian. Hasil utama dengan ResNet-50 dirangkum pada tabel berikut. | Pengujian | Metrik | Baseline | FPN | Selisih | |---|---|---|---|---| | RPN (propos...","Kunci BibTeX: `lin2017fpn`. Ringkasan yang aman dikutip: FPN membangun piramida fitur kaya semantik pada semua skala melalui jalur *top-down* dan koneksi lateral di atas hierarki bawaan jaringan konvolusi, dengan biaya komputasi tambahan marjinal; dipasang pada Faster R-CNN, metode ini mencapai 36,2 AP pada COCO *test-dev* dan melampaui seluruh hasil model tunggal sebelumnya, termasuk pemenang kompetisi COCO 2016. Catatan verifikasi: abstrak versi CVPR me...","Kelebihan utama FPN adalah manfaat piramida citra berfitur dengan biaya tambahan marjinal: semua level dihitung dari satu skala masukan, dilatih *end-to-end*, dan konsisten antara pelatihan dan pengujian. Perbaikan terbesar terjadi pada objek kecil. Rancangannya sederhana dan independen terhadap pilihan *backbone*, sehingga mudah dipasang pada berbagai detektor. Keterbatasannya bersifat halus. Penulis melaporkan bahwa lapisan ekstra menambah jejak memori,...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",10 PDF pages; automatic locator scanned first 10
019,19_FCOS.pdf,019 - 2019 - FCOS - Fondasi RGB.md,tian2019fcos,FCOS: Fully Convolutional One-Stage Object Detection,2019,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan inti FCOS: jadikan **lokasi**, bukan kotak acuan, sebagai sampel pelatihan. Setiap lokasi peta fitur dipetakan ke posisi tertentu pada citra; bila posisi itu jatuh di dalam sebuah kotak kebenaran (*ground truth*), lokasi tersebut menjadi sampel positif dan bertugas dua hal: memprediksi kelas objeknya, dan meregresikan empat bilangan positif (l, t, r, b) — jarak dari lokasi ke sisi kiri, atas, kanan, dan bawah kotak. Kotak prediksi direkonstruksi d...","Seluruh eksperimen memakai COCO: pelatihan pada 115 ribu citra, ablasi pada split *minival* (5 ribu), hasil utama pada *test-dev* (20 ribu); metriknya AP (*Average Precision* versi COCO, rata-rata presisi pada sepuluh ambang IoU 0,50–0,95). Soal *recall*: batas atas *recall* (BPR) FCOS 95,55% dengan satu tingkat fitur dan 98,40% dengan FPN — hampir menyamai batas terbaik RetinaNet (99,23%) dan jauh di atas implementasi resminya (90,92%); selisih ini tidak...","Kutip dengan kunci `tian2019fcos`. Ringkasan yang aman dikutip: ""FCOS merumuskan deteksi objek sebagai prediksi per piksel tanpa *anchor* dan tanpa *proposal*: setiap lokasi di dalam kotak objek meregresi empat jarak ke sisi kotak, dibantu prediksi multi-tingkat FPN dan cabang *centerness* yang menekan kotak berkualitas rendah. Pada COCO *test-dev*, FCOS mengungguli RetinaNet ber-*backbone* setara (41,5% berbanding 39,1% AP) dan mencapai 44,7% AP dengan R...","Kelebihan: (1) seluruh hiperparameter dan komputasi terkait *anchor* hilang — desain dan pelatihan lebih sederhana, jejak memori lebih kecil; (2) semua lokasi latar-depan menjadi sampel regresi, jauh lebih banyak daripada sampel positif hasil pencocokan IoU *anchor*, yang diduga menjadi salah satu sumber keunggulan akurasi; (3) akurasi melampaui pembanding ber-*anchor* pada pengaturan setara; (4) kerangka per piksel menyatukan deteksi dengan tugas prediks...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",13 PDF pages; automatic locator scanned first 10
020,20_CenterNet (Objects as Points).pdf,020 - 2019 - CenterNet (Objects as Points) - Fondasi RGB.md,zhou2019objects,Objects as Points,2019,Fondasi RGB,Computer-vision method or application,RGB,"Satu objek cukup diwakili satu titik: pusat kotaknya. Dengan representasi ini, deteksi menjadi masalah estimasi *keypoint* standar, persoalan yang saat itu sudah diselesaikan dengan baik pada estimasi pose manusia. Masukan berupa citra; keluaran berupa *heatmap* per kelas; setiap puncak lokal pada heatmap adalah satu deteksi. Semua properti objek yang lain — lebar dan tinggi kotak, koreksi posisi, hingga atribut 3D dan posisi sendi — diregresi dari vektor...","Evaluasi utama dilakukan pada MS COCO (118 ribu citra latih, 5 ribu validasi, 20 ribu test-dev) dengan metrik AP COCO, yaitu rata-rata presisi pada ambang IoU 0,5 sampai 0,95; semakin tinggi semakin baik, maksimal 100%. Kecepatan diukur pada mesin yang sama untuk semua pembanding yang tersedia kodenya (GPU Titan Xp). Hasil utama pada validasi COCO, beserta interpretasinya: - ResNet-18: 28,1% AP pada 142 FPS — model tercepat, dengan akurasi yang masih laya...","Kutip dengan kunci `zhou2019objects`. Ringkasan yang aman dikutip: ""CenterNet merepresentasikan objek sebagai titik pusat kotaknya; deteksi menjadi estimasi keypoint pada heatmap dengan output stride 4, sedangkan ukuran dan offset kotak diregresi dari fitur pusat, tanpa anchor maupun NMS. Pada MS COCO, model DLA-34 mencapai 37,4% AP pada 52 FPS dan model Hourglass-104 mencapai 45,1% AP dengan pengujian multi-skala."" Catatan verifikasi: angka 28,1%/142 FPS...","Kelebihan: (1) *pipeline* paling sederhana di antara detektor sezamannya — satu umpan-maju tanpa anchor, tanpa ambang IoU untuk penetapan label, dan tanpa NMS; (2) sepenuhnya *end-to-end differentiable*; (3) satu kerangka berlaku untuk deteksi 2D, 3D monokular, dan pose, cukup dengan menambah kepala keluaran; (4) trade-off kecepatan-akurasi terbaik di kelasnya pada 2019. Keterbatasan: (1) dua objek yang pusatnya berimpit hanya akan terdeteksi satu; walau...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",12 PDF pages; automatic locator scanned first 10
021,21_EfficientDet.pdf,021 - 2020 - EfficientDet - Fondasi RGB.md,tan2020efficientdet,EfficientDet: Scalable and Efficient Object Detection,2020,Fondasi RGB,Computer-vision method or application,RGB,"Gagasan pertama makalah ini: fusi fitur multi-skala sebaiknya dipandang sebagai masalah pembobotan yang dapat dipelajari. Setiap fitur masukan diberi satu bobot skalar; jaringan mempelajari bobot itu selama pelatihan, sehingga fitur yang lebih berguna mendapat porsi lebih besar pada keluaran. Aliran informasi dibuat dua arah dan blok fusi diulang beberapa kali agar fitur bercampur lebih dalam. Gagasan kedua: ukuran model sebaiknya tidak diskalakan per kom...","Evaluasi utama dilakukan pada COCO 2017 dengan metrik AP (*average precision*; rata-rata presisi pada berbagai ambang tumpang tindih, semakin tinggi semakin baik), dilaporkan pada himpunan validasi (5 ribu citra) dan *test-dev* (20 ribu citra tanpa kebenaran dasar publik). Semua hasil memakai satu model dan satu skala uji. Hasil kunci dan interpretasinya: - D0 (512×512): 34,6 AP *test-dev*, 3,9 juta parameter, 2,5 miliar FLOPs. YOLOv3 pada perbandingan ya...","Kutip dengan kunci `tan2020efficientdet`. Ringkasan yang aman dikutip: ""EfficientDet menggabungkan BiFPN — fusi piramida fitur dua arah dengan bobot terlatih — dan *compound scaling* yang menskalakan resolusi, kedalaman, dan lebar seluruh komponen detektor dengan satu koefisien, menghasilkan keluarga D0–D7 yang mencapai akurasi COCO setara atau lebih tinggi dari detektor sebelumnya dengan parameter 4–9 kali lebih sedikit dan FLOPs 13–42 kali lebih rendah....","Kelebihan utama adalah efisiensi yang konsisten di seluruh rentang biaya: setiap anggota keluarga D0–D7 mengungguli pesaing pada kelas komputasinya, sehingga satu resep arsitektur melayani kebutuhan dari perangkat kecil hingga server. BiFPN juga menawarkan struktur fusi yang teratur dan mudah direplikasi, berbeda dengan keluaran pencarian arsitektur otomatis. Resep *compound scaling* memberikan cara sederhana menaikkan atau menurunkan kapasitas tanpa mera...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",10 PDF pages; automatic locator scanned first 10
